Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Packets/s,Flow Bytes/s,Avg Packet Size,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Fwd Packets Length Total,Bwd Packets Length Total,Flow IAT Mean,Flow IAT Std,Idle Mean,Protocol
7086427040,0,0,1.5123e-05,4364213.449712358,66,0,0,0,0,1,0,0,0,0,0.0007769353373270001,0.0025190722986990002,0.0007769353373270001,TCP
7086461343,0,0,3.4303e-05,1924029.9682243536,66,0,0,0,0,1,0,0,0,0,0.000776853877132,0.002518946232102,0.000776853877132,TCP
7086476620,0,0,1.5277000000000003e-05,4320219.938469595,66,0,0,0,0,1,0,0,0,0,0.000776770370225,0.002518820800856,0.000776770370225,TCP
7086486582,0,0,9.961999999999999e-06,6625175.667536639,66,0,0,0,0,1,0,0,0,0,0.000776686332874,0.0025186955545830002,0.000776686332874,TCP
7086517746,0,0,3.1164e-05,2117828.263380824,66,0,0,0,0,1,0,0,0,0,0.0007766047177240001,0.002518569605547,0.0007766047177240001,TCP
7086556884,0,0,3.9138000000000004e-05,1686340.6408094435,66,0,0,0,0,1,0,0,0,0,0.0007765239042170001,0.002518443444569,0.0007765239042170001,TCP
7086602249,0,0,4.5365000000000004e-05,1454866.086189794,66,0,0,0,0,1,0,0,0,0,0.000776443761476,0.002518317111889,0.000776443761476,TCP
7086633904,0,0,3.165500000000001e-05,2084978.6763544462,66,0,0,0,0,1,0,0,0,0,0.0007763621997240001,0.0025181912189360003,0.0007763621997240001,TCP
7086644906,0,0,1.1002000000000002e-05,5998909.289220141,66,0,0,0,0,1,0,0,0,0,0.0007762783575790001,0.0025180660335630003,0.0007762783575790001,TCP
7098037273,0,0,0.011392367,5793.352689568374,66,0,0,0,0,1,0,0,0,0,0.000777441073874,0.0025203776785180003,0.000777441073874,TCP
7098104484,0,0,6.7211e-05,981982.1160226748,66,0,0,0,0,1,0,0,0,0,0.0007773632679980001,0.002520250627958,0.0007773632679980001,TCP
7098117711,0,0,1.3227e-05,4989793.603991834,66,0,0,0,0,1,0,0,0,0,0.000777279683178,0.0025201252908580002,0.000777279683178,TCP
7098129180,0,0,1.1469000000000001e-05,5754642.950562386,66,0,0,0,0,1,0,0,0,0,0.000777195777295,0.002520000075181,0.000777195777295,TCP
7098140410,0,0,1.1230000000000001e-05,5877114.870881568,66,0,0,0,0,1,0,0,0,0,0.0007771118897850001,0.0025198748779090003,0.0007771118897850001,TCP
7098150255,0,0,9.845e-06,6703910.61452514,66,0,0,0,0,1,0,0,0,0,0.000777027916242,0.002519749730796,0.000777027916242,TCP
7098216727,0,0,6.6472e-05,992899.2658563005,66,0,0,0,0,1,0,0,0,0,0.0007769501981710001,0.002519622774123,0.0007769501981710001,TCP
7098231925,0,0,1.5198000000000001e-05,4342676.6679826295,66,0,0,0,0,1,0,0,0,0,0.0007768668086750001,0.002519497497853,0.0007768668086750001,TCP
7098242398,0,0,1.0473e-05,6301919.220853624,66,0,0,0,0,1,0,0,0,0,0.0007767828895210001,0.002519372406226,0.0007767828895210001,TCP
7098253947,0,0,1.1549e-05,5714780.500476232,66,0,0,0,0,1,0,0,0,0,0.0007766992235250001,0.002519247261616,0.0007766992235250001,TCP
7098267116,0,0,1.3169e-05,5011770.066064241,66,0,0,0,0,1,0,0,0,0,0.000776615654091,0.0025191221116610003,0.000776615654091,TCP
7098281820,0,0,1.4704e-05,4488574.5375408055,66,0,0,0,0,1,0,0,0,0,0.000776532337684,0.002518996909037,0.000776532337684,TCP
7098296598,0,0,1.4778000000000001e-05,4466098.254161592,66,0,0,0,0,1,0,0,0,0,0.0007764490395030001,0.0025188717248270003,0.0007764490395030001,TCP
7098332952,0,0,3.6354000000000005e-05,1815481.1024921606,66,0,0,0,0,1,0,0,0,0,0.0007763680542870001,0.002518745874948,0.0007763680542870001,TCP
7098348025,0,0,1.5073000000000003e-05,4378690.3735155575,66,0,0,0,0,1,0,0,0,0,0.0007762847922910001,0.0025186207276710003,0.0007762847922910001,TCP
7098361904,0,0,1.3879e-05,4755385.834714317,66,0,0,0,0,1,0,0,0,0,0.000776201444222,0.002518495630332,0.000776201444222,TCP
7098375566,0,0,1.3662000000000002e-05,4830917.874396135,66,0,0,0,0,1,0,0,0,0,0.0007761179840380001,0.0025183705908510003,0.0007761179840380001,TCP
7098389277,0,0,1.3711000000000001e-05,4813653.271096201,66,0,0,0,0,1,0,0,0,0,0.0007760346724290001,0.002518245530274,0.0007760346724290001,TCP
7098505767,0,0,0.00011649,566572.2379603399,66,0,0,0,0,1,0,0,0,0,0.0007759626379790001,0.0025181173117890003,0.0007759626379790001,TCP
7098526850,0,0,2.1083e-05,3130484.2764312476,66,0,0,0,0,1,0,0,0,0,0.000775880117288,0.0025179920609170003,0.000775880117288,TCP
7098554914,0,0,2.8064e-05,2351767.3888255414,66,0,0,0,0,1,0,0,0,0,0.0007757983702770001,0.002517866602998,0.0007757983702770001,TCP
7107298538,0,0,0.008743624,7548.357523150584,66,0,0,0,0,1,0,0,0,0,0.0007766690127580001,0.0025191060548850003,0.0007766690127580001,TCP
7107597539,0,0,0.000299001,220735.04770887052,66,0,0,0,0,1,0,0,0,0,0.000776616817379,0.002518973373707,0.000776616817379,TCP
7107614177,0,0,1.6638000000000002e-05,3966822.9354489725,66,0,0,0,0,1,0,0,0,0,0.0007765338184610001,0.00251884828122,0.0007765338184610001,TCP
7107642591,0,0,2.8414000000000003e-05,2322798.620398395,66,0,0,0,0,1,0,0,0,0,0.0007764521659860001,0.002518722809772,0.0007764521659860001,TCP
7107653585,0,0,1.0994e-05,6003274.513370929,66,0,0,0,0,1,0,0,0,0,0.0007763684479540001,0.0025185979828830003,0.0007763684479540001,TCP
7107664716,0,0,1.1131e-05,5929386.398346959,66,0,0,0,0,1,0,0,0,0,0.0007762849565250001,0.002518473110991,0.0007762849565250001,TCP
7107737589,0,0,7.2873e-05,905685.2332139475,66,0,0,0,0,1,0,0,0,0,0.000776208044595,0.00251834634443,0.000776208044595,TCP
7107752175,0,0,1.4586000000000002e-05,4524886.877828054,66,0,0,0,0,1,0,0,0,0,0.000776124927356,0.0025182214070000003,0.000776124927356,TCP
7107766789,0,0,1.4614000000000001e-05,4516217.325851923,66,0,0,0,0,1,0,0,0,0,0.000776041828267,0.0025180964879120003,0.000776041828267,TCP
7107780449,0,0,1.3660000000000001e-05,4831625.183016106,66,0,0,0,0,1,0,0,0,0,0.000775958539096,0.002517971650168,0.000775958539096,TCP
7107826667,0,0,4.621800000000001e-05,1428015.0590678956,66,0,0,0,0,1,0,0,0,0,0.000775878963714,0.0025178457360240003,0.000775878963714,TCP
7107839020,0,0,1.2353000000000002e-05,5342831.700801425,66,0,0,0,0,1,0,0,0,0,0.0007757955803870001,0.002517720974532,0.0007757955803870001,TCP
7107850965,0,0,1.1945000000000002e-05,5525324.403516116,66,0,0,0,0,1,0,0,0,0,0.000775712215261,0.0025175962313310003,0.000775712215261,TCP
7107863161,0,0,1.2196000000000001e-05,5411610.364053789,66,0,0,0,0,1,0,0,0,0,0.000775628894346,0.002517471498524,0.000775628894346,TCP
7107896163,0,0,3.3002e-05,1999878.7952245318,66,0,0,0,0,1,0,0,0,0,0.000775547854834,0.0025173461070020003,0.000775547854834,TCP
7107928684,0,0,3.2521e-05,2029457.8887488083,66,0,0,0,0,1,0,0,0,0,0.000775466859015,0.002517220726316,0.000775466859015,TCP
7107947721,0,0,1.9037e-05,3466932.8150443872,66,0,0,0,0,1,0,0,0,0,0.0007753843203660001,0.0025170958287340003,0.0007753843203660001,TCP
7107980419,0,0,3.2698000000000004e-05,2018472.077802924,66,0,0,0,0,1,0,0,0,0,0.000775303230027,0.0025169705233490003,0.000775303230027,TCP
7107990479,0,0,1.006e-05,6560636.182902585,66,0,0,0,0,1,0,0,0,0,0.000775219765129,0.002516845953348,0.000775219765129,TCP
7108000417,0,0,9.938e-06,6641175.2867780235,66,0,0,0,0,1,0,0,0,0,0.0007751363184350001,0.002516721401586,0.0007751363184350001,TCP
7108020777,0,0,2.036e-05,3241650.294695481,66,0,0,0,0,1,0,0,0,0,0.000775054085801,0.002516596507124,0.000775054085801,TCP
7117123292,0,0,0.009102515,7250.743338516882,66,0,0,0,0,1,0,0,0,0,0.0007759619632550001,0.002517960801736,0.0007759619632550001,TCP
7117224140,0,0,0.00010084800000000001,654450.2617801047,66,0,0,0,0,1,0,0,0,0,0.000775888391634,0.002517833408407,0.000775888391634,TCP
7117331214,0,0,0.00010707400000000001,616396.1372508733,66,0,0,0,0,1,0,0,0,0,0.0007758154597750001,0.002517705867814,0.0007758154597750001,TCP
7117403776,0,0,7.2562e-05,909566.990987018,66,0,0,0,0,1,0,0,0,0,0.0007757388798350001,0.002517579344446,0.0007757388798350001,TCP
7117464329,0,0,6.0553e-05,1089954.2549502088,66,0,0,0,0,1,0,0,0,0,0.0007756608615460001,0.0025174532498390004,0.0007756608615460001,TCP
7117508446,0,0,4.4117e-05,1496021.9416551443,66,0,0,0,0,1,0,0,0,0,0.0007755811455800001,0.0025173276668680003,0.0007755811455800001,TCP
7117525629,0,0,1.7183e-05,3841005.645114357,66,0,0,0,0,1,0,0,0,0,0.0007754984855850001,0.0025172029789210003,0.0007754984855850001,TCP
7117589592,0,0,6.396300000000001e-05,1031846.5362787863,66,0,0,0,0,1,0,0,0,0,0.0007754210904210001,0.002517076778384,0.0007754210904210001,TCP
7117603764,0,0,1.4172000000000001e-05,4657070.279424217,66,0,0,0,0,1,0,0,0,0,0.000775338128241,0.0025169522291980002,0.000775338128241,TCP
7117709349,0,0,0.00010558500000000001,625088.7910214519,66,0,0,0,0,1,0,0,0,0,0.000775265130143,0.002516824869646,0.000775265130143,TCP
7117723283,0,0,1.3934e-05,4736615.472943878,66,0,0,0,0,1,0,0,0,0,0.000775182228985,0.0025167003495710004,0.000775182228985,TCP
7117734128,0,0,1.0845e-05,6085753.803596127,66,0,0,0,0,1,0,0,0,0,0.0007750990083630001,0.0025165759500030004,0.0007750990083630001,TCP
7117746626,0,0,1.2498000000000001e-05,5280844.935189631,66,0,0,0,0,1,0,0,0,0,0.000775015909705,0.002516451537118,0.000775015909705,TCP
7117822482,0,0,7.585600000000001e-05,870069.6055684455,66,0,0,0,0,1,0,0,0,0,0.000774939811677,0.0025163251141280003,0.000774939811677,TCP
7117835175,0,0,1.2693000000000002e-05,5199716.379106594,66,0,0,0,0,1,0,0,0,0,0.0007748568522600001,0.0025162007065270002,0.0007748568522600001,TCP
7117844980,0,0,9.804999999999998e-06,6731259.561448241,66,0,0,0,0,1,0,0,0,0,0.000774773599482,0.0025160764116040004,0.000774773599482,TCP
7117854556,0,0,9.576e-06,6892230.576441104,66,0,0,0,0,1,0,0,0,0,0.0007746902610300001,0.002515952166411,0.0007746902610300001,TCP
7117863659,0,0,9.102999999999999e-06,7250357.025156541,66,0,0,0,0,1,0,0,0,0,0.0007746070445010001,0.002515827907805,0.0007746070445010001,TCP
7117873922,0,0,1.0263000000000002e-05,6430868.167202572,66,0,0,0,0,1,0,0,0,0,0.000774523846083,0.002515703667355,0.000774523846083,TCP
7117883847,0,0,9.925e-06,6649874.055415616,66,0,0,0,0,1,0,0,0,0,0.0007744406657690001,0.002515579445054,0.0007744406657690001,TCP
7117933724,0,0,4.9877000000000004e-05,1323255.2078112157,66,0,0,0,0,1,0,0,0,0,0.000774361861073,0.002515453951517,0.000774361861073,TCP
7127654620,0,0,0.009720896000000001,6789.497593637459,66,0,0,0,0,1,0,0,0,0,0.0007753349369760001,0.00251704667747,0.0007753349369760001,TCP
7127877071,0,0,0.000222451,296694.55295773,66,0,0,0,0,1,0,0,0,0,0.0007752748787700001,0.002516916375704,0.0007752748787700001,TCP
7127894642,0,0,1.7571e-05,3756189.17534574,66,0,0,0,0,1,0,0,0,0,0.0007751925086240001,0.002516791901424,0.0007751925086240001,TCP
7127940802,0,0,4.616e-05,1429809.3587521664,66,0,0,0,0,1,0,0,0,0,0.000775113215701,0.0025166665419620003,0.000775113215701,TCP
7127955093,0,0,1.4291000000000001e-05,4618291.23224407,66,0,0,0,0,1,0,0,0,0,0.00077503046627,0.002516542229382,0.00077503046627,TCP
7127965992,0,0,1.0899000000000002e-05,6055601.431323974,66,0,0,0,0,1,0,0,0,0,0.0007749473978620001,0.002516418037069,0.0007749473978620001,TCP
